wire_id,customer_id,amount_cad,debit_credit,transaction_date,transaction_time
WIR00000000000002258,SYNCID0000008494,5974.04,debit,2022-11-15,00:00:00
WIR00000000000002259,SYNCID0000008494,6559.55,debit,2022-11-18,00:00:00
WIR00000000000002260,SYNCID0000008494,36322.96,debit,2023-01-16,00:00:00
WIR00000000000002261,SYNCID0000008494,30243.35,debit,2023-01-30,00:00:00
WIR00000000000002262,SYNCID0000008529,139932.97,credit,2022-12-23,00:00:00
WIR00000000000002263,SYNCID0000008529,12501.45,debit,2022-12-14,00:00:00
WIR00000000000002264,SYNCID0000008529,729882.61,debit,2022-12-01,00:00:00
WIR00000000000002265,SYNCID0000008529,3851.33,debit,2023-01-04,00:00:00
WIR00000000000002266,SYNCID0000008529,9657.27,debit,2022-11-12,00:00:00
WIR00000000000002267,SYNCID0000008529,750757.37,debit,2022-12-19,00:00:00
WIR00000000000002268,SYNCID0000008529,32534.2,debit,2022-12-28,00:00:00
WIR00000000000002269,SYNCID0000008529,340439.55,debit,2022-12-29,00:00:00
WIR00000000000002270,SYNCID0000008529,359971.06,debit,2023-01-31,00:00:00
WIR00000000000002271,SYNCID0000008529,315138.09,debit,2022-11-25,00:00:00
WIR00000000000002272,SYNCID0000008529,987643.93,debit,2022-11-14,00:00:00
WIR00000000000002273,SYNCID0000008529,1141288.57,debit,2022-11-24,00:00:00
WIR00000000000002274,SYNCID0000008529,700223.71,debit,2022-12-07,00:00:00
WIR00000000000002275,SYNCID0000008529,458350.98,debit,2022-11-16,00:00:00
WIR00000000000002276,SYNCID0000008529,504669.4,debit,2022-12-23,00:00:00
WIR00000000000002277,SYNCID0000008529,606925.05,credit,2022-11-23,00:00:00
WIR00000000000002278,SYNCID0000008529,157821.08,debit,2022-12-14,00:00:00
WIR00000000000002279,SYNCID0000008529,318963.32,debit,2022-11-30,00:00:00
WIR00000000000002280,SYNCID0000008529,91496.79,debit,2023-01-17,00:00:00
WIR00000000000002281,SYNCID0000008529,658256.19,credit,2023-01-04,00:00:00
WIR00000000000002282,SYNCID0000008529,731004.14,debit,2022-12-03,00:00:00
WIR00000000000002283,SYNCID0000008529,1126350.78,debit,2022-11-21,00:00:00
WIR00000000000002284,SYNCID0000008529,7536.33,debit,2022-12-11,00:00:00
WIR00000000000002285,SYNCID0000008529,21045.19,debit,2022-12-21,00:00:00
WIR00000000000002286,SYNCID0000008529,24480.68,debit,2022-11-24,00:00:00
WIR00000000000002287,SYNCID0000008529,541333.26,debit,2022-12-13,00:00:00
WIR00000000000002288,SYNCID0000008529,107160.8,credit,2022-12-21,00:00:00
WIR00000000000002289,SYNCID0000008529,682600.11,debit,2023-01-11,00:00:00
WIR00000000000002290,SYNCID0000008529,21339.34,debit,2022-11-29,00:00:00
WIR00000000000002291,SYNCID0000008529,322532.39,debit,2022-11-25,00:00:00
WIR00000000000002292,SYNCID0000008529,236835.18,debit,2022-11-25,00:00:00
WIR00000000000002293,SYNCID0000008529,327360.91,credit,2022-12-05,00:00:00
WIR00000000000002294,SYNCID0000008529,803881.71,credit,2022-11-29,00:00:00
WIR00000000000002295,SYNCID0000008529,741212.28,debit,2023-01-23,00:00:00
WIR00000000000002296,SYNCID0000008529,381601.9,debit,2022-12-28,00:00:00
WIR00000000000002297,SYNCID0000008529,820486.43,debit,2022-12-19,00:00:00
WIR00000000000002298,SYNCID0000008529,26186.26,debit,2022-11-10,00:00:00
WIR00000000000002299,SYNCID0000008529,1506.49,debit,2022-12-29,00:00:00
WIR00000000000002300,SYNCID0000008529,4080419.17,debit,2022-11-18,00:00:00
WIR00000000000002301,SYNCID0000008529,614285.69,debit,2022-12-09,00:00:00
WIR00000000000002302,SYNCID0000008529,873906.6,debit,2023-01-31,00:00:00
WIR00000000000002303,SYNCID0000008529,141390.32,debit,2022-12-20,00:00:00
WIR00000000000002304,SYNCID0000008537,7430.0,debit,2022-11-28,00:00:00
WIR00000000000002305,SYNCID0000008537,17321.73,debit,2023-01-23,00:00:00
WIR00000000000002306,SYNCID0000008537,12305.65,debit,2023-01-17,00:00:00
WIR00000000000002307,SYNCID0000008537,13971.48,debit,2022-12-12,00:00:00
WIR00000000000002308,SYNCID0000008537,7948.29,credit,2023-01-23,00:00:00
WIR00000000000002309,SYNCID0000008542,6430.65,credit,2022-12-01,00:00:00
WIR00000000000002310,SYNCID0000008542,12146.59,credit,2023-01-30,00:00:00
WIR00000000000002311,SYNCID0000008602,11676.58,credit,2022-12-09,00:00:00
WIR00000000000002351,SYNCID0000008684,2242.21,debit,2023-01-23,00:00:00
WIR00000000000002352,SYNCID0000008684,1120.21,credit,2022-12-15,00:00:00
WIR00000000000002353,SYNCID0000008684,26744.49,credit,2023-01-13,00:00:00
WIR00000000000002354,SYNCID0000008727,4409.76,credit,2022-12-30,00:00:00
WIR00000000000002355,SYNCID0000008763,3105.64,debit,2022-11-15,00:00:00
WIR00000000000002356,SYNCID0000008763,6132.82,debit,2022-12-23,00:00:00
WIR00000000000002357,SYNCID0000008763,2912.07,debit,2022-12-22,00:00:00
WIR00000000000002358,SYNCID0000008763,9778.76,credit,2022-11-04,00:00:00
WIR00000000000002359,SYNCID0000008763,3527.92,debit,2022-11-04,00:00:00
WIR00000000000002360,SYNCID0000008763,12612.38,credit,2022-11-18,00:00:00
WIR00000000000002361,SYNCID0000008763,94.14,credit,2022-12-11,00:00:00
WIR00000000000002362,SYNCID0000008763,4879.6,debit,2022-12-22,00:00:00
WIR00000000000002363,SYNCID0000008763,2988.93,debit,2022-12-06,00:00:00
WIR00000000000002364,SYNCID0000008763,7041.07,credit,2022-12-12,00:00:00
WIR00000000000002365,SYNCID0000008763,832.78,credit,2022-11-07,00:00:00
WIR00000000000002366,SYNCID0000008763,37778.77,debit,2023-01-03,00:00:00
WIR00000000000002367,SYNCID0000008763,7828.56,credit,2023-01-03,00:00:00
WIR00000000000002368,SYNCID0000008763,193.9,credit,2022-11-30,00:00:00
WIR00000000000002369,SYNCID0000008763,15814.35,debit,2023-01-31,00:00:00
WIR00000000000002370,SYNCID0000008763,7012.1,debit,2023-01-05,00:00:00
WIR00000000000002371,SYNCID0000008763,14319.4,credit,2023-01-16,00:00:00
WIR00000000000002372,SYNCID0000008763,15258.87,debit,2023-01-05,00:00:00
WIR00000000000002373,SYNCID0000008763,487.82,debit,2022-11-03,00:00:00
WIR00000000000002374,SYNCID0000008763,5111.18,debit,2023-01-31,00:00:00
WIR00000000000002375,SYNCID0000008763,4602.0,debit,2022-12-12,00:00:00
WIR00000000000002376,SYNCID0000008763,7919.67,credit,2023-01-10,00:00:00
WIR00000000000002377,SYNCID0000008763,1928.83,debit,2023-01-24,00:00:00
WIR00000000000002378,SYNCID0000008763,2156.21,credit,2022-12-20,00:00:00
WIR00000000000002379,SYNCID0000008763,8839.35,debit,2022-12-26,00:00:00
WIR00000000000002380,SYNCID0000008763,66636.5,debit,2022-11-25,00:00:00
WIR00000000000002381,SYNCID0000008763,27928.37,debit,2022-11-29,00:00:00
WIR00000000000002382,SYNCID0000008763,5349.59,credit,2022-11-22,00:00:00
WIR00000000000002383,SYNCID0000008763,1153.67,debit,2022-11-23,00:00:00
WIR00000000000002384,SYNCID0000008763,229.66,debit,2022-11-20,00:00:00
WIR00000000000002385,SYNCID0000008763,6282.57,debit,2022-11-24,00:00:00
WIR00000000000002386,SYNCID0000008763,9009.18,debit,2022-11-30,00:00:00
WIR00000000000002387,SYNCID0000008763,155.88,credit,2022-11-30,00:00:00
WIR00000000000002388,SYNCID0000008763,11598.84,debit,2022-11-16,00:00:00
WIR00000000000002389,SYNCID0000008763,1375.17,debit,2023-01-18,00:00:00
WIR00000000000002390,SYNCID0000008763,575.32,debit,2022-11-03,00:00:00
WIR00000000000002391,SYNCID0000008763,56.48,debit,2023-01-16,00:00:00
WIR00000000000002392,SYNCID0000008763,4203.28,credit,2023-01-04,00:00:00
WIR00000000000002393,SYNCID0000008763,12865.35,credit,2022-11-22,00:00:00
WIR00000000000002394,SYNCID0000008763,24252.9,debit,2022-12-19,00:00:00
WIR00000000000002395,SYNCID0000008763,11779.55,credit,2023-01-20,00:00:00
WIR00000000000002396,SYNCID0000008763,73643.57,debit,2022-12-14,00:00:00
WIR00000000000002397,SYNCID0000008763,521.09,debit,2023-01-24,00:00:00
WIR00000000000002398,SYNCID0000008763,7544.33,debit,2022-11-03,00:00:00
WIR00000000000002399,SYNCID0000008763,1281.71,debit,2022-11-02,00:00:00
WIR00000000000002400,SYNCID0000008763,13131.78,credit,2023-01-17,00:00:00
WIR00000000000002401,SYNCID0000008763,2117.81,debit,2023-01-31,00:00:00
WIR00000000000002402,SYNCID0000008763,1590.02,credit,2023-01-27,00:00:00
WIR00000000000002403,SYNCID0000008763,5535.66,debit,2023-01-27,00:00:00
WIR00000000000002404,SYNCID0000008763,5719.43,debit,2023-01-05,00:00:00
WIR00000000000002405,SYNCID0000008763,3243.62,debit,2023-01-06,00:00:00
WIR00000000000002406,SYNCID0000008784,39966.93,debit,2022-12-09,00:00:00
WIR00000000000002413,SYNCID0000008835,43531.61,debit,2022-12-19,00:00:00
WIR00000000000002414,SYNCID0000008835,7392.77,debit,2022-12-21,00:00:00
WIR00000000000002415,SYNCID0000008835,55099.67,credit,2023-01-23,00:00:00
WIR00000000000002416,SYNCID0000008835,8797.88,credit,2022-11-24,00:00:00
WIR00000000000002417,SYNCID0000008835,4481.75,debit,2022-11-08,00:00:00
WIR00000000000002418,SYNCID0000008835,2715.34,debit,2023-01-27,00:00:00
WIR00000000000002419,SYNCID0000008835,783.91,debit,2022-11-28,00:00:00
WIR00000000000002420,SYNCID0000008846,104914.76,debit,2023-01-16,00:00:00
WIR00000000000002421,SYNCID0000008857,1389.16,debit,2022-11-01,00:00:00
WIR00000000000002422,SYNCID0000008859,9974.68,credit,2022-12-21,00:00:00
WIR00000000000002423,SYNCID0000008859,28175.37,debit,2022-11-04,00:00:00
WIR00000000000002424,SYNCID0000008859,63050.49,credit,2022-11-23,00:00:00
WIR00000000000002425,SYNCID0000008859,92056.79,credit,2022-12-05,00:00:00
WIR00000000000002426,SYNCID0000008862,33708.09,credit,2022-12-28,00:00:00
WIR00000000000002427,SYNCID0000008862,2465.97,debit,2022-12-22,00:00:00
WIR00000000000002428,SYNCID0000008867,6823.07,credit,2022-12-12,00:00:00
WIR00000000000002429,SYNCID0000008923,7050.65,debit,2023-01-20,00:00:00
WIR00000000000002430,SYNCID0000008923,1856.63,debit,2022-11-04,00:00:00
WIR00000000000002431,SYNCID0000008923,55485.62,debit,2022-12-16,00:00:00
WIR00000000000002432,SYNCID0000008923,8550.73,debit,2023-01-30,00:00:00
WIR00000000000002433,SYNCID0000008923,3677.05,credit,2022-12-21,00:00:00
WIR00000000000002434,SYNCID0000008933,4419.02,credit,2022-11-30,00:00:00
WIR00000000000002435,SYNCID0000008983,14819.36,debit,2022-11-07,00:00:00
WIR00000000000002436,SYNCID0000008989,353744.78,debit,2023-01-17,00:00:00
WIR00000000000002437,SYNCID0000008989,15655.98,debit,2022-11-15,00:00:00
WIR00000000000002438,SYNCID0000008989,854.96,debit,2022-12-28,00:00:00
WIR00000000000002439,SYNCID0000008989,1175.04,debit,2023-01-24,00:00:00
WIR00000000000002440,SYNCID0000008995,49051.36,credit,2023-01-30,00:00:00
WIR00000000000002441,SYNCID0000009010,100079.1,debit,2023-01-04,00:00:00
WIR00000000000002442,SYNCID0000009049,16403.14,credit,2022-12-29,00:00:00
WIR00000000000002443,SYNCID0000009051,60701.08,credit,2022-11-28,00:00:00
WIR00000000000002444,SYNCID0000009059,31525.04,credit,2022-12-23,00:00:00
WIR00000000000002445,SYNCID0000009061,2463.28,debit,2022-11-17,00:00:00
WIR00000000000002446,SYNCID0000009061,18453.61,debit,2022-11-15,00:00:00
WIR00000000000002447,SYNCID0000009077,887.48,credit,2023-01-26,00:00:00
WIR00000000000002448,SYNCID0000009077,142.99,credit,2022-12-07,00:00:00
WIR00000000000002449,SYNCID0000009077,1007.94,credit,2023-01-24,00:00:00
WIR00000000000002450,SYNCID0000009085,19355.31,credit,2023-01-10,00:00:00
WIR00000000000002451,SYNCID0000009085,5434.73,debit,2022-11-17,00:00:00
WIR00000000000002452,SYNCID0000009085,98.98,debit,2022-11-18,00:00:00
WIR00000000000002453,SYNCID0000009099,314.73,credit,2022-12-14,00:00:00
WIR00000000000002454,SYNCID0000009099,1515.35,credit,2023-01-19,00:00:00
WIR00000000000002455,SYNCID0000009099,1581.28,credit,2022-12-21,00:00:00
WIR00000000000002456,SYNCID0000009099,1234.59,credit,2023-01-30,00:00:00
WIR00000000000002457,SYNCID0000009110,3628.32,credit,2023-01-31,00:00:00
WIR00000000000002458,SYNCID0000009110,23566.26,debit,2023-01-03,00:00:00
WIR00000000000002459,SYNCID0000009149,4434.76,debit,2023-01-24,00:00:00
WIR00000000000002460,SYNCID0000009149,17815.74,debit,2022-11-10,00:00:00
WIR00000000000002461,SYNCID0000009149,8623.37,credit,2022-12-15,00:00:00
WIR00000000000002462,SYNCID0000009174,93.14,credit,2023-01-20,00:00:00
WIR00000000000002463,SYNCID0000009177,11357.36,credit,2023-01-30,00:00:00
WIR00000000000002464,SYNCID0000009177,16537.34,credit,2022-11-17,00:00:00
WIR00000000000002465,SYNCID0000009177,269.67,debit,2022-12-09,00:00:00
WIR00000000000002466,SYNCID0000009177,454.61,debit,2023-01-22,00:00:00
WIR00000000000002467,SYNCID0000009177,898.92,debit,2022-11-15,00:00:00
WIR00000000000002468,SYNCID0000009177,23130.16,credit,2023-01-19,00:00:00
WIR00000000000002469,SYNCID0000009177,38082.13,credit,2022-11-04,00:00:00
WIR00000000000002470,SYNCID0000009177,2597.99,debit,2022-11-30,00:00:00
WIR00000000000002471,SYNCID0000009177,14236.48,debit,2023-01-31,00:00:00
WIR00000000000002472,SYNCID0000009177,14290.7,debit,2022-11-24,00:00:00
WIR00000000000002473,SYNCID0000009177,27127.0,credit,2022-11-25,00:00:00
WIR00000000000002474,SYNCID0000009177,224382.89,debit,2022-12-19,00:00:00
WIR00000000000002475,SYNCID0000009177,4405.81,credit,2022-12-17,00:00:00
WIR00000000000002476,SYNCID0000009177,13820.18,credit,2022-12-01,00:00:00
WIR00000000000002477,SYNCID0000009177,114552.39,credit,2022-11-30,00:00:00
WIR00000000000002478,SYNCID0000009177,1052.42,debit,2023-01-17,00:00:00
WIR00000000000002479,SYNCID0000009177,108132.6,debit,2022-11-25,00:00:00
WIR00000000000002480,SYNCID0000009177,10414.5,debit,2023-01-11,00:00:00
WIR00000000000002481,SYNCID0000009177,832.48,debit,2022-12-05,00:00:00
WIR00000000000002482,SYNCID0000009177,14490.76,credit,2022-11-09,00:00:00
WIR00000000000002483,SYNCID0000009177,7250.71,debit,2022-12-07,00:00:00
WIR00000000000002484,SYNCID0000009177,11175.23,credit,2022-12-28,00:00:00
WIR00000000000002485,SYNCID0000009177,5143.57,credit,2022-11-23,00:00:00
WIR00000000000002486,SYNCID0000009177,38862.9,debit,2023-01-24,00:00:00
WIR00000000000002487,SYNCID0000009177,4338.61,debit,2022-12-06,00:00:00
WIR00000000000002488,SYNCID0000009177,15723.19,credit,2023-01-20,00:00:00
WIR00000000000002489,SYNCID0000009177,3526.33,debit,2023-01-31,00:00:00
WIR00000000000002490,SYNCID0000009177,10545.61,credit,2022-12-06,00:00:00
WIR00000000000002491,SYNCID0000009177,7323.51,credit,2022-12-15,00:00:00
WIR00000000000002492,SYNCID0000009177,28790.31,credit,2022-11-06,00:00:00
WIR00000000000002493,SYNCID0000009177,1927.4,debit,2023-01-05,00:00:00
WIR00000000000002494,SYNCID0000009177,5746.81,debit,2022-12-21,00:00:00
WIR00000000000002495,SYNCID0000009177,4309.96,debit,2022-11-15,00:00:00
WIR00000000000002496,SYNCID0000009177,7026.7,debit,2022-11-28,00:00:00
WIR00000000000002497,SYNCID0000009177,1115.74,debit,2022-12-16,00:00:00
WIR00000000000002498,SYNCID0000009177,7007.66,credit,2022-12-16,00:00:00
WIR00000000000002499,SYNCID0000009177,11011.1,credit,2023-01-24,00:00:00
WIR00000000000002500,SYNCID0000009177,1422.67,debit,2022-11-06,00:00:00
WIR00000000000002501,SYNCID0000009177,5755.89,debit,2023-01-23,00:00:00
WIR00000000000002502,SYNCID0000009177,4711.06,debit,2022-11-25,00:00:00
WIR00000000000002503,SYNCID0000009177,3738.67,debit,2023-01-25,00:00:00
WIR00000000000002504,SYNCID0000009177,1149.88,credit,2022-12-09,00:00:00
WIR00000000000002505,SYNCID0000009186,14781.31,credit,2022-12-06,00:00:00
WIR00000000000002506,SYNCID0000009186,57741.74,credit,2023-01-12,00:00:00
WIR00000000000002507,SYNCID0000009186,14800.73,credit,2022-12-05,00:00:00
WIR00000000000002508,SYNCID0000009186,671.23,credit,2023-01-06,00:00:00
WIR00000000000002509,SYNCID0000009186,82177.49,credit,2022-11-14,00:00:00
WIR00000000000002510,SYNCID0000009229,1503.1,debit,2022-11-18,00:00:00
WIR00000000000002511,SYNCID0000009229,1540.17,debit,2022-11-16,00:00:00
WIR00000000000002512,SYNCID0000009229,155359.21,debit,2022-11-23,00:00:00
WIR00000000000002513,SYNCID0000009229,168573.92,credit,2022-11-10,00:00:00
WIR00000000000002514,SYNCID0000009229,962250.83,debit,2022-12-14,00:00:00
WIR00000000000002515,SYNCID0000009229,14046.86,debit,2022-11-25,00:00:00
WIR00000000000002516,SYNCID0000009229,200076.83,debit,2022-12-28,00:00:00
WIR00000000000002517,SYNCID0000009229,142986.46,debit,2022-11-27,00:00:00
WIR00000000000002518,SYNCID0000009229,707205.22,debit,2022-11-01,00:00:00
WIR00000000000002519,SYNCID0000009232,518660.99,credit,2022-11-30,00:00:00
WIR00000000000002520,SYNCID0000009240,1850.29,credit,2022-11-16,00:00:00
WIR00000000000002521,SYNCID0000009241,3287.11,credit,2023-01-19,00:00:00
WIR00000000000002522,SYNCID0000009243,1432876.58,credit,2022-11-16,00:00:00
WIR00000000000002523,SYNCID0000009243,163966.22,credit,2023-01-10,00:00:00
WIR00000000000002524,SYNCID0000009243,23091.94,credit,2023-01-02,00:00:00
WIR00000000000002525,SYNCID0000009243,106496.27,credit,2022-11-22,00:00:00
WIR00000000000002526,SYNCID0000009243,25602.36,credit,2022-12-30,00:00:00
WIR00000000000002527,SYNCID0000009243,3947.69,credit,2022-11-01,00:00:00
WIR00000000000002528,SYNCID0000009253,207373.66,credit,2023-01-04,00:00:00
WIR00000000000002529,SYNCID0000009255,7045.01,debit,2023-01-18,00:00:00
WIR00000000000002530,SYNCID0000009260,38569.3,credit,2022-11-30,00:00:00
WIR00000000000002531,SYNCID0000009277,2682.71,debit,2022-12-29,00:00:00
WIR00000000000002532,SYNCID0000009277,14917.41,debit,2022-11-29,00:00:00
WIR00000000000002533,SYNCID0000009277,41391.23,debit,2023-01-31,00:00:00
WIR00000000000002534,SYNCID0000009294,601.63,debit,2022-12-14,00:00:00
WIR00000000000002535,SYNCID0000009295,4009.43,debit,2023-01-16,00:00:00
WIR00000000000002536,SYNCID0000009308,3353.16,debit,2022-12-20,00:00:00
WIR00000000000002537,SYNCID0000009308,301.15,debit,2023-01-18,00:00:00
WIR00000000000002538,SYNCID0000009332,6522.83,debit,2022-12-16,00:00:00
WIR00000000000002539,SYNCID0000009347,171.83,credit,2023-01-26,00:00:00
WIR00000000000002540,SYNCID0000009347,324.6,credit,2022-11-10,00:00:00
WIR00000000000002541,SYNCID0000009347,821.6,credit,2023-01-03,00:00:00
WIR00000000000002542,SYNCID0000009347,222.36,credit,2023-01-27,00:00:00
WIR00000000000002543,SYNCID0000009359,1827.65,debit,2022-12-04,00:00:00
WIR00000000000002544,SYNCID0000009397,296408.61,debit,2022-11-16,00:00:00
WIR00000000000002545,SYNCID0000009397,11421.97,credit,2022-11-03,00:00:00
WIR00000000000002546,SYNCID0000009397,17429.24,credit,2022-12-21,00:00:00
WIR00000000000002547,SYNCID0000009397,1498013.99,credit,2022-11-01,00:00:00
WIR00000000000002548,SYNCID0000009427,2869.46,credit,2022-12-23,00:00:00
WIR00000000000002549,SYNCID0000009427,1283.06,credit,2022-12-01,00:00:00
WIR00000000000002550,SYNCID0000009427,1195.88,credit,2022-11-16,00:00:00
WIR00000000000002551,SYNCID0000009427,2232.02,debit,2023-01-12,00:00:00
WIR00000000000002552,SYNCID0000009427,1387.18,debit,2022-12-14,00:00:00
WIR00000000000002553,SYNCID0000009427,1705.64,credit,2022-11-08,00:00:00
WIR00000000000002554,SYNCID0000009462,2216217.79,credit,2023-01-27,00:00:00
WIR00000000000002555,SYNCID0000009462,1157581.98,credit,2023-01-10,00:00:00
WIR00000000000002556,SYNCID0000009462,10078.05,credit,2022-12-30,00:00:00
WIR00000000000002557,SYNCID0000009462,1020917.04,credit,2022-12-19,00:00:00
WIR00000000000002558,SYNCID0000009462,623875.06,credit,2022-12-29,00:00:00
WIR00000000000002559,SYNCID0000009462,512053.15,credit,2023-01-15,00:00:00
WIR00000000000002560,SYNCID0000009462,281101.48,credit,2022-11-28,00:00:00
WIR00000000000002561,SYNCID0000009462,2444722.91,credit,2022-12-14,00:00:00
WIR00000000000002562,SYNCID0000009462,274804.5,credit,2023-01-31,00:00:00
WIR00000000000002563,SYNCID0000009462,305356.49,credit,2022-12-19,00:00:00
WIR00000000000002564,SYNCID0000009462,109761.39,credit,2022-11-10,00:00:00
WIR00000000000002565,SYNCID0000009462,42589.26,credit,2022-12-16,00:00:00
WIR00000000000002566,SYNCID0000009462,85105.98,credit,2022-11-16,00:00:00
WIR00000000000002567,SYNCID0000009462,662720.49,debit,2022-11-17,00:00:00
WIR00000000000002568,SYNCID0000009462,260562.77,credit,2022-11-04,00:00:00
WIR00000000000002569,SYNCID0000009462,143368.98,credit,2022-12-19,00:00:00
WIR00000000000002570,SYNCID0000009462,2325272.25,credit,2022-12-01,00:00:00
WIR00000000000002571,SYNCID0000009462,17532.48,credit,2023-01-17,00:00:00
WIR00000000000002572,SYNCID0000009462,3469.36,credit,2022-12-14,00:00:00
WIR00000000000002573,SYNCID0000009462,375119.96,credit,2022-11-04,00:00:00
WIR00000000000002574,SYNCID0000009462,625823.39,credit,2022-11-01,00:00:00
WIR00000000000002575,SYNCID0000009462,378996.95,credit,2023-01-31,00:00:00
WIR00000000000002576,SYNCID0000009462,1216.38,credit,2023-01-18,00:00:00
WIR00000000000002577,SYNCID0000009462,898960.84,credit,2023-01-23,00:00:00
WIR00000000000002578,SYNCID0000009462,770394.83,debit,2022-11-15,00:00:00
WIR00000000000002579,SYNCID0000009462,1684880.7,credit,2023-01-30,00:00:00
WIR00000000000002580,SYNCID0000009462,887892.38,credit,2023-01-24,00:00:00
WIR00000000000002581,SYNCID0000009462,5461.69,credit,2022-11-14,00:00:00
WIR00000000000002582,SYNCID0000009462,7366201.46,credit,2022-11-01,00:00:00
WIR00000000000002583,SYNCID0000009462,340338.98,credit,2022-12-12,00:00:00
WIR00000000000002584,SYNCID0000009462,17809059.15,credit,2023-01-19,00:00:00
WIR00000000000002585,SYNCID0000009462,21073.7,credit,2022-11-03,00:00:00
WIR00000000000002586,SYNCID0000009462,53540.58,credit,2023-01-17,00:00:00
WIR00000000000002587,SYNCID0000009462,110678.07,credit,2022-11-23,00:00:00
WIR00000000000002588,SYNCID0000009462,4591.48,credit,2023-01-21,00:00:00
WIR00000000000002589,SYNCID0000009462,577177.05,credit,2023-01-24,00:00:00
WIR00000000000002590,SYNCID0000009462,681914.2,credit,2022-11-07,00:00:00
WIR00000000000002591,SYNCID0000009462,247867.93,credit,2022-11-10,00:00:00
WIR00000000000002592,SYNCID0000009462,600725.6,credit,2022-12-05,00:00:00
WIR00000000000002593,SYNCID0000009462,70451.68,credit,2022-11-14,00:00:00
WIR00000000000002594,SYNCID0000009462,43115.79,credit,2023-01-11,00:00:00
WIR00000000000002595,SYNCID0000009462,1625264.38,credit,2023-01-17,00:00:00
WIR00000000000002596,SYNCID0000009462,11045.37,credit,2022-12-28,00:00:00
WIR00000000000002597,SYNCID0000009462,647505.28,credit,2022-11-16,00:00:00
WIR00000000000002598,SYNCID0000009462,16802.75,credit,2023-01-24,00:00:00
WIR00000000000002599,SYNCID0000009462,50189.6,credit,2022-11-18,00:00:00
WIR00000000000002600,SYNCID0000009462,1833.87,credit,2022-12-07,00:00:00
WIR00000000000002601,SYNCID0000009462,211186.07,credit,2022-11-04,00:00:00
WIR00000000000002602,SYNCID0000009462,18446.37,debit,2022-11-16,00:00:00
WIR00000000000002603,SYNCID0000009462,543490.96,credit,2022-11-22,00:00:00
WIR00000000000002604,SYNCID0000009462,117002.61,credit,2023-01-23,00:00:00
WIR00000000000002605,SYNCID0000009462,3394.19,credit,2022-11-30,00:00:00
WIR00000000000002606,SYNCID0000009462,2146348.13,credit,2022-12-07,00:00:00
WIR00000000000002607,SYNCID0000009462,297189.55,credit,2022-12-19,00:00:00
WIR00000000000002608,SYNCID0000009462,10841.58,credit,2022-11-09,00:00:00
WIR00000000000002609,SYNCID0000009462,491154.87,credit,2023-01-13,00:00:00
WIR00000000000002610,SYNCID0000009462,406379.4,credit,2022-11-23,00:00:00
WIR00000000000002611,SYNCID0000009462,661058.26,credit,2022-12-06,00:00:00
WIR00000000000002612,SYNCID0000009462,285441.43,credit,2023-01-04,00:00:00
WIR00000000000002613,SYNCID0000009462,559145.1,credit,2022-11-30,00:00:00
WIR00000000000002614,SYNCID0000009462,1266280.74,credit,2022-11-03,00:00:00
WIR00000000000002615,SYNCID0000009462,717144.44,credit,2023-01-17,00:00:00
WIR00000000000002616,SYNCID0000009462,1096.56,credit,2022-11-22,00:00:00
WIR00000000000002617,SYNCID0000009462,1152484.2,credit,2022-11-18,00:00:00
WIR00000000000002618,SYNCID0000009462,162145.34,credit,2022-11-23,00:00:00
WIR00000000000002619,SYNCID0000009462,4159976.89,credit,2023-01-19,00:00:00
WIR00000000000002620,SYNCID0000009462,709884.18,credit,2022-12-29,00:00:00
WIR00000000000002621,SYNCID0000009462,818506.18,credit,2022-12-21,00:00:00
WIR00000000000002622,SYNCID0000009462,49796.07,credit,2022-12-02,00:00:00
WIR00000000000002623,SYNCID0000009462,414833.77,credit,2022-11-10,00:00:00
WIR00000000000002624,SYNCID0000009462,337163.52,credit,2022-12-07,00:00:00
WIR00000000000002625,SYNCID0000009462,619613.92,credit,2023-01-18,00:00:00
WIR00000000000002626,SYNCID0000009462,2323305.82,credit,2022-12-16,00:00:00
WIR00000000000002627,SYNCID0000009462,370363.79,credit,2023-01-15,00:00:00
WIR00000000000002628,SYNCID0000009462,613377.56,credit,2023-01-23,00:00:00
WIR00000000000002629,SYNCID0000009462,313400.34,credit,2022-11-10,00:00:00
WIR00000000000002630,SYNCID0000009462,56906.3,credit,2022-11-10,00:00:00
WIR00000000000002631,SYNCID0000009462,800436.34,credit,2022-11-15,00:00:00
WIR00000000000002632,SYNCID0000009462,207179.91,credit,2023-01-17,00:00:00
WIR00000000000002633,SYNCID0000009462,139641.89,credit,2022-11-14,00:00:00
WIR00000000000002634,SYNCID0000009462,18304.83,credit,2023-01-08,00:00:00
WIR00000000000002635,SYNCID0000009462,221401.34,credit,2023-01-17,00:00:00
WIR00000000000002636,SYNCID0000009462,3138427.8,credit,2022-11-16,00:00:00
WIR00000000000002637,SYNCID0000009462,36083.67,credit,2023-01-06,00:00:00
WIR00000000000002638,SYNCID0000009462,311744.88,credit,2022-11-21,00:00:00
WIR00000000000002639,SYNCID0000009462,475149.74,credit,2022-11-14,00:00:00
WIR00000000000002640,SYNCID0000009462,248663.71,credit,2023-01-14,00:00:00
WIR00000000000002641,SYNCID0000009462,1380699.27,debit,2022-11-30,00:00:00
WIR00000000000002642,SYNCID0000009462,81333.96,credit,2022-12-29,00:00:00
